gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,revt,cik,costat,ggroup,gind,gsector,gsubind,naics,sic
013888,20211231,2021,INDL,C,D,STD,COOP,MR COOPER GROUP INC,USD,3318.0000,0000933136,A,4010,401020,40,40102010,522292,6162
013906,20210930,2021,INDL,C,D,STD,JOUT,JOHNSON OUTDOORS INC  -CL A,USD,751.6510,0000788329,A,2520,252020,25,25202010,336320,3690
013988,20211231,2021,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,USD,18996.0000,0000316709,A,4020,402030,40,40203020,523920,6282
014027,20211231,2021,INDL,C,D,STD,CLH,CLEAN HARBORS INC,USD,3805.5660,0000822818,A,2020,202010,20,20201050,562211,4955
014084,20211231,2021,INDL,C,D,STD,AIN,ALBANY INTL CORP  -CL A,USD,929.2400,0000819793,A,2010,201060,20,20106020,313210,2221
014108,20211231,2021,INDL,C,D,STD,CYBE,CYBEROPTICS CORP,USD,92.7740,0000768411,A,4530,453010,45,45301010,333314,3827
014113,20210930,2021,INDL,C,D,STD,MITK,MITEK SYSTEMS INC,USD,119.7970,0000807863,A,4510,451030,45,45103010,333316,3577
014172,20211231,2021,FS,C,D,STD,FULT,FULTON FINANCIAL CORP,USD,997.1570,0000700564,A,4010,401010,40,40101015,522110,6020
014172,20211231,2021,INDL,C,D,STD,FULT,FULTON FINANCIAL CORP,USD,997.1570,0000700564,A,4010,401010,40,40101015,522110,6020
014225,20211231,2021,INDL,C,D,STD,FAST,FASTENAL CO,USD,6010.9000,0000815556,A,2010,201070,20,20107010,423,5000
014253,20211231,2021,FS,C,D,STD,WABC,WESTAMERICA BANCORPORATION,USD,216.7880,0000311094,A,4010,401010,40,40101015,522110,6020
014253,20211231,2021,INDL,C,D,STD,WABC,WESTAMERICA BANCORPORATION,USD,216.7880,0000311094,A,4010,401010,40,40101015,522110,6020
014269,20211231,2021,INDL,C,D,STD,HLF,HERBALIFE NUTRITION LTD,USD,5802.8000,0001180262,A,3030,303020,30,30302010,424210,5122
014282,20211231,2021,INDL,C,D,STD,APH,AMPHENOL CORP,USD,10876.3000,0000820313,A,4520,452030,45,45203015,334417,3678
014311,20211231,2021,INDL,C,D,STD,PII,POLARIS INC,USD,8198.2000,0000931015,A,2520,252020,25,25202010,336999,3790
014359,20211231,2021,INDL,C,D,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,17870.0000,0001038357,A,1010,101020,10,10102020,211120,1311
014370,20211231,2021,INDL,C,D,STD,MAN,MANPOWERGROUP,USD,20724.4000,0000871763,A,2020,202020,20,20202010,561320,7363
014401,20211231,2021,INDL,C,D,STD,ITIC,INVESTORS TITLE CO,USD,329.4980,0000720858,A,4030,403010,40,40301040,524127,6361
014418,20211231,2021,INDL,C,D,STD,MGM,MGM RESORTS INTERNATIONAL,USD,9680.1400,0000789570,A,2530,253010,25,25301010,721120,7990
014477,20211231,2021,INDL,C,D,STD,WM,WASTE MANAGEMENT INC,USD,17931.0000,0000823768,A,2020,202010,20,20201050,562111,4953
014561,20210630,2021,INDL,C,D,STD,IIVI,II-VI INC,USD,3105.8910,0000820318,A,4520,452030,45,45203015,333314,3827
014592,20211231,2021,INDL,C,D,STD,AB,ALLIANCEBERNSTEIN HOLDING LP,USD,416.3260,0000825313,A,4020,402030,40,40203010,523999,6799
014603,20210430,2020,INDL,C,D,STD,CDMO,AVID BIOSERVICES INC,USD,95.8680,0000704562,A,3520,352010,35,35201010,325413,2835
014790,20211231,2021,INDL,C,D,STD,MTH,MERITAGE HOMES CORP,USD,5141.3170,0000833079,A,2520,252010,25,25201030,236117,1531
014793,20211231,2021,INDL,C,D,STD,ARCH,ARCH RESOURCES INC,USD,2208.0420,0001037676,A,1010,101020,10,10102050,21211,1220
014828,20211231,2021,INDL,C,D,STD,ORI,OLD REPUBLIC INTL CORP,USD,9341.5000,0000074260,A,4030,403010,40,40301040,524126,6331
014898,20211231,2021,INDL,C,D,STD,DDD,3D SYSTEMS CORP,USD,615.6390,0000910638,A,4520,452020,45,45202030,333249,3559
014960,20211231,2021,INDL,C,D,STD,LH,LABORATORY CP OF AMER HLDGS,USD,16120.9000,0000920148,A,3510,351020,35,35102015,621511,8071
014983,20210430,2020,INDL,C,D,STD,CSBR,CHAMPIONS ONCOLOGY INC,USD,41.0400,0000771856,A,3520,352030,35,35203010,325414,2836
015111,20211231,2021,FS,C,D,STD,RPT,RPT REALTY,USD,306.2480,0000842183,A,6010,601010,60,60101070,531120,6798
015111,20211231,2021,INDL,C,D,STD,RPT,RPT REALTY,USD,217.2470,0000842183,A,6010,601010,60,60101070,531120,6798
015199,20211231,2021,FS,C,D,STD,SRCE,1ST SOURCE CORP,USD,354.8640,0000034782,A,4010,401010,40,40101015,522110,6020
015199,20211231,2021,INDL,C,D,STD,SRCE,1ST SOURCE CORP,USD,354.8640,0000034782,A,4010,401010,40,40101015,522110,6020
015212,20211231,2021,INDL,C,D,STD,CAPL,CROSSAMERICA PARTNERS LP,USD,3350.4950,0001538849,A,1010,101020,10,10102040,424720,5172
015252,20211231,2021,INDL,C,D,STD,TRS,TRIMAS CORP,USD,857.1100,0000842633,A,1510,151030,15,15103010,332119,3460
015267,20211231,2021,INDL,C,D,STD,IEX,IDEX CORP,USD,2764.8000,0000832101,A,2010,201060,20,20106020,333914,3561
015364,20211231,2021,INDL,C,D,STD,ARGO,ARGO GROUP INTL HOLDINGS LTD,USD,2147.1000,0001091748,A,4030,403010,40,40301040,524126,6351
015417,20211231,2021,INDL,C,D,STD,BRO,BROWN & BROWN INC,USD,3051.3980,0000079282,A,4030,403010,40,40301010,524210,6411
015420,20220131,2021,INDL,C,D,STD,AMBA,AMBARELLA INC,USD,331.8560,0001280263,A,4530,453010,45,45301020,334413,3674
015855,20210331,2020,INDL,C,D,STD,NLOK,NORTONLIFELOCK INC,USD,2556.0000,0000849399,A,4510,451030,45,45103020,511210,7372
016101,20211231,2021,INDL,C,D,STD,ABBV,ABBVIE INC,USD,56197.0000,0001551152,A,3520,352010,35,35201010,325414,2836
016116,20211231,2021,INDL,C,D,STD,CONE,CYRUSONE INC,USD,1205.7000,0001553023,A,6010,601010,60,60101080,531120,6798
016125,20211231,2021,INDL,C,D,STD,GMRE,GLOBAL MEDICAL REIT,USD,115.9360,0001533615,A,6010,601010,60,60101050,531120,6798
016245,20211231,2021,FS,C,D,STD,PBCT,PEOPLE'S UNITED FINL INC,USD,1994.9000,0001378946,A,4010,401010,40,40101015,522110,6020
016245,20211231,2021,INDL,C,D,STD,PBCT,PEOPLE'S UNITED FINL INC,USD,1994.9000,0001378946,A,4010,401010,40,40101015,522110,6020
016269,20210930,2021,INDL,C,D,STD,ENTA,ENANTA PHARMACEUTICALS INC,USD,97.0740,0001177648,A,3520,352010,35,35201010,325414,2836
016401,20210331,2020,INDL,C,D,STD,CRUS,CIRRUS LOGIC INC,USD,1369.2300,0000772406,A,4530,453010,45,45301020,334413,3674
016453,20210531,2020,INDL,C,D,STD,NEOG,NEOGEN CORP,USD,468.4590,0000711377,A,3510,351010,35,35101020,325412,2834
016476,20211130,2021,INDL,C,D,STD,LEVI,LEVI STRAUSS & CO,USD,5763.9360,0000094845,A,2520,252030,25,25203010,315,2300
016478,20211231,2021,INDL,C,D,STD,EOG,EOG RESOURCES INC,USD,18517.0000,0000821189,A,1010,101020,10,10102020,2111,1311
016549,20211231,2021,FS,C,D,STD,SFBS,SERVISFIRST BANCSHARES INC,USD,449.7570,0001430723,A,4010,401010,40,40101015,522110,6020
016549,20211231,2021,INDL,C,D,STD,SFBS,SERVISFIRST BANCSHARES INC,USD,449.7570,0001430723,A,4010,401010,40,40101015,522110,6020
016597,20211231,2021,INDL,C,D,STD,LSCC,LATTICE SEMICONDUCTOR CORP,USD,515.3270,0000855658,A,4530,453010,45,45301020,334413,3674
016705,20211231,2021,FS,C,D,STD,CPF,CENTRAL PACIFIC FINANCIAL CP,USD,261.8220,0000701347,A,4010,401010,40,40101015,522110,6020
016705,20211231,2021,INDL,C,D,STD,CPF,CENTRAL PACIFIC FINANCIAL CP,USD,261.8220,0000701347,A,4010,401010,40,40101015,522110,6020
016710,20210930,2021,INDL,C,D,STD,DGII,DIGI INTERNATIONAL INC,USD,308.6320,0000854775,A,4520,452010,45,45201020,334210,3576
016777,20211231,2021,FS,C,D,STD,FBNC,FIRST BANCORP/NC,USD,329.5290,0000811589,A,4010,401010,40,40101015,522110,6020
016777,20211231,2021,INDL,C,D,STD,FBNC,FIRST BANCORP/NC,USD,329.5290,0000811589,A,4010,401010,40,40101015,522110,6020
016821,20211231,2021,FS,C,D,STD,FBP,FIRST BANCORP P R,USD,915.8720,0001057706,A,4010,401010,40,40101015,522110,6020
016821,20211231,2021,INDL,C,D,STD,FBP,FIRST BANCORP P R,USD,915.8720,0001057706,A,4010,401010,40,40101015,522110,6020
016832,20211231,2021,FS,C,D,STD,GBCI,GLACIER BANCORP INC,USD,825.8940,0000868671,A,4010,401010,40,40101015,522110,6020
016832,20211231,2021,INDL,C,D,STD,GBCI,GLACIER BANCORP INC,USD,825.8940,0000868671,A,4010,401010,40,40101015,522110,6020
016845,20211231,2021,FS,C,D,STD,FRME,FIRST MERCHANTS CORP,USD,555.9550,0000712534,A,4010,401010,40,40101015,522110,6020
016845,20211231,2021,INDL,C,D,STD,FRME,FIRST MERCHANTS CORP,USD,555.9550,0000712534,A,4010,401010,40,40101015,522110,6020
017035,20211231,2021,FS,C,D,STD,MCY,MERCURY GENERAL CORP,USD,3999.7540,0000064996,A,4030,403010,40,40301040,524126,6331
017035,20211231,2021,INDL,C,D,STD,MCY,MERCURY GENERAL CORP,USD,4006.1570,0000064996,A,4030,403010,40,40301040,524126,6331
017095,20211231,2021,FS,C,D,STD,ONB,OLD NATIONAL BANCORP,USD,852.8680,0000707179,A,4010,401010,40,40101015,522110,6020
017095,20211231,2021,INDL,C,D,STD,ONB,OLD NATIONAL BANCORP,USD,852.8680,0000707179,A,4010,401010,40,40101015,522110,6020
017115,20211231,2021,FS,C,D,STD,SIGI,SELECTIVE INS GROUP INC,USD,3399.2670,0000230557,A,4030,403010,40,40301040,524126,6331
017115,20211231,2021,INDL,C,D,STD,SIGI,SELECTIVE INS GROUP INC,USD,3261.1040,0000230557,A,4030,403010,40,40301040,524126,6331
017120,20211231,2021,FS,C,D,STD,SIVB,SVB FINANCIAL GROUP,USD,6027.0000,0000719739,A,4010,401010,40,40101015,522110,6020
017120,20211231,2021,INDL,C,D,STD,SIVB,SVB FINANCIAL GROUP,USD,6027.0000,0000719739,A,4010,401010,40,40101015,522110,6020
017145,20210930,2021,FS,C,D,STD,WAFD,WASHINGTON FEDERAL INC,USD,652.2760,0000936528,A,4010,401020,40,40102010,522110,6020
017145,20210930,2021,INDL,C,D,STD,WAFD,WASHINGTON FEDERAL INC,USD,652.2760,0000936528,A,4010,401020,40,40102010,522110,6020
017150,20211231,2021,FS,C,D,STD,WBS,WEBSTER FINANCIAL CORP,USD,1266.2160,0000801337,A,4010,401010,40,40101015,522110,6020
017150,20211231,2021,INDL,C,D,STD,WBS,WEBSTER FINANCIAL CORP,USD,1266.2160,0000801337,A,4010,401010,40,40101015,522110,6020
017175,20210630,2021,INDL,C,D,STD,KTRA,KINTARA THERAPEUTICS INC,USD,0.0000,0001498382,A,3520,352010,35,35201010,325414,2836
017184,20211231,2021,FS,C,D,STD,SBCF,SEACOAST BANKING CORP/FL,USD,354.9710,0000730708,A,4010,401010,40,40101015,522110,6020
017184,20211231,2021,INDL,C,D,STD,SBCF,SEACOAST BANKING CORP/FL,USD,354.9710,0000730708,A,4010,401010,40,40101015,522110,6020
017248,20211231,2021,FS,C,D,STD,UBSI,UNITED BANKSHARES INC/WV,USD,1073.2090,0000729986,A,4010,401010,40,40101015,522110,6020
017248,20211231,2021,INDL,C,D,STD,UBSI,UNITED BANKSHARES INC/WV,USD,1073.2090,0000729986,A,4010,401010,40,40101015,522110,6020
017277,20211231,2021,INDL,C,D,STD,NVEE,NV5 GLOBAL INC,USD,706.7060,0001532961,A,2010,201030,20,20103010,541330,8711
017376,20211231,2021,INDL,C,D,STD,MRIN,MARIN SOFTWARE INC,USD,24.4200,0001389002,A,4510,451030,45,45103010,518210,7370
017534,20211231,2021,FS,C,D,STD,CCNE,CNB FINANCIAL CORP/PA,USD,213.0340,0000736772,A,4010,401010,40,40101015,522110,6020
017534,20211231,2021,INDL,C,D,STD,CCNE,CNB FINANCIAL CORP/PA,USD,213.0340,0000736772,A,4010,401010,40,40101015,522110,6020
017553,20210930,2021,INDL,C,D,STD,MODN,MODEL N INC,USD,193.4450,0001118417,A,4510,451030,45,45103010,519130,7370
017626,20211231,2021,INDL,C,D,STD,AHH,ARMADA HOFFLER PROPERTIES,USD,302.5330,0001569187,A,6010,601010,60,60101010,531120,6798
017651,20210630,2021,INDL,C,D,STD,RZLT,REZOLUTE INC,USD,0.0000,0001509261,A,3520,352010,35,35201010,325414,2836
017696,20211231,2021,FS,C,D,STD,TSC,TRISTATE CAPITAL HLDGS INC,USD,289.9430,0001380846,A,4010,401010,40,40101015,522110,6020
017696,20211231,2021,INDL,C,D,STD,TSC,TRISTATE CAPITAL HLDGS INC,USD,289.9430,0001380846,A,4010,401010,40,40101015,522110,6020
017724,20211231,2021,FS,C,D,STD,CNOB,CONNECTONE BANCORP INC,USD,316.7550,0000712771,A,4010,401010,40,40101015,522110,6020
017724,20211231,2021,INDL,C,D,STD,CNOB,CONNECTONE BANCORP INC,USD,316.7550,0000712771,A,4010,401010,40,40101015,522110,6020
017727,20211231,2021,INDL,C,D,STD,EKSO,EKSO BIONICS HOLDINGS INC,USD,11.2460,0001549084,A,3510,351010,35,35101010,334510,3845
017769,20211231,2021,INDL,C,D,STD,HASI,HANNON ARMSTRONG SUST INFR,USD,339.5870,0001561894,A,4020,402040,40,40204010,531120,6798
017811,20211231,2021,INDL,C,D,STD,ECOM,CHANNELADVISOR CORP,USD,167.7290,0001169652,A,4510,451030,45,45103010,518210,7370
017874,20211231,2021,INDL,C,D,STD,TMUS,T-MOBILE US INC,USD,80118.0000,0001283699,A,5010,501020,50,50102010,517312,4812
017875,20211231,2021,FS,C,D,STD,NCBS,NICOLET BANKSHARES INC,USD,238.9230,0001174850,A,4010,401010,40,40101015,522110,6020
017875,20211231,2021,INDL,C,D,STD,NCBS,NICOLET BANKSHARES INC,USD,238.9230,0001174850,A,4010,401010,40,40101015,522110,6020
017877,20211231,2021,FS,C,D,STD,CHMG,CHEMUNG FINANCIAL CORP,USD,92.8780,0000763563,A,4010,401010,40,40101015,522110,6020
017877,20211231,2021,INDL,C,D,STD,CHMG,CHEMUNG FINANCIAL CORP,USD,92.8780,0000763563,A,4010,401010,40,40101015,522110,6020
017928,20211231,2021,INDL,C,D,STD,IQV,IQVIA HOLDINGS INC,USD,13874.0000,0001478242,A,3520,352030,35,35203010,54171,8731
018043,20210630,2021,INDL,C,D,STD,NWSA,NEWS CORP,USD,9358.0000,0001564708,A,5020,502010,50,50201040,511110,2711
018049,20211231,2021,FS,C,D,STD,FNB,F N B CORP/FL,USD,1335.1290,0000037808,A,4010,401010,40,40101015,522110,6020
018049,20211231,2021,INDL,C,D,STD,FNB,F N B CORP/FL,USD,1335.1290,0000037808,A,4010,401010,40,40101015,522110,6020
018159,20211231,2021,INDL,C,D,STD,AGIO,AGIOS PHARMACEUTICALS,USD,0.0000,0001439222,A,3520,352010,35,35201010,325414,2836
018162,20211231,2021,INDL,C,D,STD,ESPR,ESPERION THERAPEUTICS INC,USD,78.4470,0001434868,A,3520,352020,35,35202010,325412,2834
018231,20210331,2020,INDL,C,D,STD,WTER,ALKALINE WATER COMPANY INC,USD,46.6090,0001532390,A,3020,302010,30,30201030,312112,2086
018307,20211231,2021,FS,C,D,STD,FLIC,FIRST LONG ISLAND CORP,USD,135.5330,0000740663,A,4010,401010,40,40101015,522110,6020
018307,20211231,2021,INDL,C,D,STD,FLIC,FIRST LONG ISLAND CORP,USD,135.5330,0000740663,A,4010,401010,40,40101015,522110,6020
018312,20211231,2021,INDL,C,D,STD,USFD,US FOODS HOLDING CORP,USD,29487.0000,0001665918,A,3010,301010,30,30101020,4244,5140
018329,20211231,2021,FS,C,D,STD,BUSE,FIRST BUSEY CORP,USD,431.6040,0000314489,A,4010,401010,40,40101015,522110,6020
018329,20211231,2021,INDL,C,D,STD,BUSE,FIRST BUSEY CORP,USD,431.6040,0000314489,A,4010,401010,40,40101015,522110,6020
018383,20211231,2021,INDL,C,D,STD,BRX,BRIXMOR PROPERTY GROUP INC,USD,1158.7830,0001581068,A,6010,601010,60,60101070,531120,6798
018441,20211231,2021,INDL,C,D,STD,SPNT,SIRIUSPOINT LTD,USD,2143.2000,0001576018,A,4030,403010,40,40301050,524130,6331
018487,20211231,2021,INDL,C,D,STD,MNDT,MANDIANT INC,USD,483.4550,0001370880,A,4510,451030,45,45103020,541512,7373
018494,20211231,2021,INDL,C,D,STD,IRT,INDEPENDENCE REALTY TRUST,USD,250.1830,0001466085,A,6010,601010,60,60101060,531110,6798
018498,20211231,2021,INDL,C,D,STD,MUSA,MURPHY USA INC,USD,15318.8000,0001573516,A,2550,255040,25,25504050,447110,5500
018556,20211231,2021,INDL,C,D,STD,CHGG,CHEGG INC,USD,776.2650,0001364954,A,2530,253020,25,25302010,519130,7370
018561,20211231,2021,INDL,C,D,STD,BNFT,BENEFITFOCUS INC,USD,263.0970,0001576169,A,4510,451030,45,45103010,518210,7370
018630,20211231,2021,INDL,C,D,STD,RNG,RINGCENTRAL INC,USD,1594.7540,0001384905,A,4510,451030,45,45103010,518210,7370
018658,20211231,2021,INDL,C,D,STD,MGNX,MACROGENICS INC,USD,77.4470,0001125345,A,3520,352010,35,35201010,325414,2836
018695,20211231,2021,FS,C,D,STD,CBFV,CB FINANCIAL SERVICES INC,USD,54.6340,0001605301,A,4010,401010,40,40101015,522110,6020
018695,20211231,2021,INDL,C,D,STD,CBFV,CB FINANCIAL SERVICES INC,USD,54.6340,0001605301,A,4010,401010,40,40101015,522110,6020
018699,20210930,2021,INDL,C,D,STD,PTC,PTC INC,USD,1807.1590,0000857005,A,4510,451030,45,45103010,511210,7372
018732,20211231,2021,FS,C,D,STD,LKFN,LAKELAND FINANCIAL CORP,USD,237.9390,0000721994,A,4010,401010,40,40101015,522110,6020
018732,20211231,2021,INDL,C,D,STD,LKFN,LAKELAND FINANCIAL CORP,USD,237.9390,0000721994,A,4010,401010,40,40101015,522110,6020
018745,20211231,2021,INDL,C,D,STD,ESNT,ESSENT GROUP LTD,USD,1028.5100,0001448893,A,4010,401020,40,40102010,524126,6351
018749,20211231,2021,INDL,C,D,STD,AERI,AERIE PHARMACEUTICALS INC,USD,194.1340,0001337553,A,3520,352020,35,35202010,325414,2836
018750,20211231,2021,INDL,C,D,STD,CRTO,CRITEO SA,USD,2254.2350,0001576427,A,5020,502010,50,50201010,541810,7311
018842,20210331,2020,INDL,C,D,STD,TCS,CONTAINER STORE GROUP,USD,990.0880,0001411688,A,2550,255040,25,25504040,442299,5700
018850,20211231,2021,INDL,C,D,STD,ESBA,EMPIRE STATE REALTY OP LP,USD,624.7980,0001553079,A,6010,601010,60,60101010,531120,6798
018872,20211231,2021,INDL,C,D,STD,TWTR,TWITTER INC,USD,5077.4820,0001418091,A,5020,502030,50,50203010,519130,7370
018875,20211231,2021,INDL,C,D,STD,EXPI,EXP WORLD HOLDINGS INC,USD,3771.1700,0001495932,A,6010,601020,60,60102040,531210,6531
018947,20211231,2021,INDL,C,D,STD,VCYT,VERACYTE INC,USD,219.5140,0001384101,A,3520,352010,35,35201010,325413,2835
019044,20211231,2021,INDL,C,D,STD,VRNS,VARONIS SYSTEMS INC,USD,390.1340,0001361113,A,4510,451030,45,45103020,511210,7372
019071,20211231,2021,INDL,C,D,STD,CWH,CAMPING WORLD HOLDINGS INC,USD,6913.7540,0001669779,A,2550,255040,25,25504050,441210,5500
019084,20211231,2021,INDL,C,D,STD,BHR,BRAEMAR HOTELS & RESORTS INC,USD,427.3380,0001574085,A,6010,601010,60,60101030,531120,6798
019094,20211231,2021,FS,C,D,STD,NBTB,N B T BANCORP INC,USD,497.6700,0000790359,A,4010,401010,40,40101015,522110,6020
019094,20211231,2021,INDL,C,D,STD,NBTB,N B T BANCORP INC,USD,497.6700,0000790359,A,4010,401010,40,40101015,522110,6020
019150,20211231,2021,FS,C,D,STD,OSBC,OLD SECOND BANCORP INC/IL,USD,144.4450,0000357173,A,4010,401010,40,40101015,522110,6020
019150,20211231,2021,INDL,C,D,STD,OSBC,OLD SECOND BANCORP INC/IL,USD,144.4450,0000357173,A,4010,401010,40,40101015,522110,6020
019154,20211231,2021,INDL,C,D,STD,CARA,CARA THERAPEUTICS INC,USD,23.0280,0001346830,A,3520,352020,35,35202010,325414,2836
019172,20210630,2021,INDL,C,D,STD,AMRK,A-MARK PRECIOUS METALS INC,USD,7613.0150,0001591588,A,4020,402010,40,40201040,423510,5051
019209,20210831,2021,INDL,C,D,STD,NTIC,NORTHERN TECH INTL,USD,56.4940,0000875582,A,1510,151010,15,15101050,325998,2890
019262,20211231,2021,FS,C,D,STD,CTBI,COMMUNITY TRUST BANCORP INC,USD,238.6320,0000350852,A,4010,401010,40,40101015,522110,6020
019262,20211231,2021,INDL,C,D,STD,CTBI,COMMUNITY TRUST BANCORP INC,USD,238.6320,0000350852,A,4010,401010,40,40101015,522110,6020
019318,20211231,2021,FS,C,D,STD,PRK,PARK NATIONAL CORP,USD,475.7970,0000805676,A,4010,401010,40,40101015,522110,6020
019318,20211231,2021,INDL,C,D,STD,PRK,PARK NATIONAL CORP,USD,475.7970,0000805676,A,4010,401010,40,40101015,522110,6020
019391,20210630,2021,INDL,C,D,STD,MBUU,MALIBU BOATS INC,USD,926.5150,0001590976,A,2520,252020,25,25202010,336612,3730
019398,20211231,2021,INDL,C,D,STD,DENN,DENNYS CORP,USD,398.1740,0000852772,A,2530,253010,25,25301040,722511,5812
019428,20211231,2021,FS,C,D,STD,GSBC,GREAT SOUTHERN BANCORP,USD,236.9900,0000854560,A,4010,401010,40,40101015,522110,6020
019428,20211231,2021,INDL,C,D,STD,GSBC,GREAT SOUTHERN BANCORP,USD,236.9900,0000854560,A,4010,401010,40,40101015,522110,6020
019433,20210930,2021,INDL,C,D,STD,PHX,PHX MINERALS INC,USD,21.9720,0000315131,A,1010,101020,10,10102020,2111,1311
019440,20211231,2021,INDL,C,D,STD,LADR,LADDER CAPITAL CORP,USD,356.1900,0001577670,A,4020,402040,40,40204010,525990,6798
019484,20211231,2021,INDL,C,D,STD,FTAI,FORTRESS TRANS INFRASTR INVS,USD,455.8020,0001590364,A,2010,201070,20,20107010,532411,7359
019507,20211231,2021,INDL,C,D,STD,OUT,OUTFRONT MEDIA INC,USD,1463.9000,0001579877,A,6010,601010,60,60101080,531190,6798
019516,20211231,2021,INDL,C,D,STD,IBP,INSTALLED BLDG PRODUCTS INC,USD,1968.6500,0001580905,A,2520,252010,25,25201030,238310,1700
019517,20211231,2021,INDL,C,D,STD,OGS,ONE GAS INC,USD,1808.5970,0001587732,A,5510,551020,55,55102010,221210,4924
019518,20211231,2021,INDL,C,D,STD,KN,KNOWLES CORP,USD,868.1000,0001587523,A,4520,452030,45,45203015,334419,3670
019526,20211231,2021,INDL,C,D,STD,FPI,FARMLAND PARTNERS INC,USD,51.2740,0001591670,A,6010,601010,60,60101080,531190,6798
019570,20211231,2021,FS,C,D,STD,STBA,S & T BANCORP INC,USD,353.8720,0000719220,A,4010,401010,40,40101015,522110,6020
019570,20211231,2021,INDL,C,D,STD,STBA,S & T BANCORP INC,USD,353.8720,0000719220,A,4010,401010,40,40101015,522110,6020
019574,20211231,2021,INDL,C,D,STD,GCI,GANNETT CO INC,USD,3208.0830,0001579684,A,5020,502010,50,50201040,511110,2711
019647,20211231,2021,INDL,C,D,STD,LC,LENDINGCLUB CORP,USD,898.6310,0001409970,A,4020,402020,40,40202010,522291,6141
019649,20211231,2021,INDL,C,D,STD,SABR,SABRE CORP,USD,1688.8750,0001597033,A,4510,451020,45,45102020,518210,7370
019713,20211231,2021,FS,C,D,STD,AUB,ATLANTIC UNION BANKSHRS CRP,USD,713.0280,0000883948,A,4010,401010,40,40101015,522110,6020
019713,20211231,2021,INDL,C,D,STD,AUB,ATLANTIC UNION BANKSHRS CRP,USD,713.0280,0000883948,A,4010,401010,40,40101015,522110,6020
019730,20210630,2021,INDL,C,D,STD,PCTY,PAYLOCITY HOLDING CORP,USD,631.7250,0001591698,A,4510,451030,45,45103010,519130,7370
019747,20211231,2021,INDL,C,D,STD,QUOT,QUOTIENT TECHNOLOGY INC,USD,521.4940,0001115128,A,2550,255020,25,25502020,519130,7370
019855,20211231,2021,INDL,C,D,STD,IVT,INVENTRUST PROPERTIES CORP,USD,218.9830,0001307748,A,6010,601010,60,60101070,531120,6798
019858,20211231,2021,INDL,C,D,STD,VRTV,VERITIV CORP,USD,6850.5000,0001599489,A,2010,201070,20,20107010,424110,5110
019873,20211231,2021,FS,C,D,STD,WASH,WASHINGTON TR BANCORP INC,USD,245.3890,0000737468,A,4010,401010,40,40101015,522110,6020
019873,20211231,2021,INDL,C,D,STD,WASH,WASHINGTON TR BANCORP INC,USD,245.3890,0000737468,A,4010,401010,40,40101015,522110,6020
019877,20211231,2021,INDL,C,D,STD,QTWO,Q2 HOLDINGS INC,USD,498.7200,0001410384,A,4510,451030,45,45103010,518210,7370
019881,20211231,2021,INDL,C,D,STD,TWOU,2U INC,USD,945.6820,0001459417,A,2530,253020,25,25302010,611310,8200
019908,20211231,2021,INDL,C,D,STD,FIVN,FIVE9 INC,USD,609.5910,0001288847,A,4510,451030,45,45103010,518210,7370
019935,20211231,2021,INDL,C,D,STD,ENLC,ENLINK MIDSTREAM LLC,USD,6685.9000,0001592000,A,1010,101020,10,10102040,221210,4922
019967,20210630,2021,INDL,C,D,STD,AGTC,APPLIED GENETIC TECHNOLOGIES,USD,0.5000,0001273636,A,3520,352010,35,35201010,325414,2836
019977,20211231,2021,INDL,C,D,STD,WATT,ENERGOUS CORP,USD,0.7570,0001575793,A,2010,201040,20,20104010,335999,3690
019998,20211231,2021,INDL,C,D,STD,MEDP,MEDPACE HOLDINGS INC,USD,1142.3770,0001668397,A,3520,352030,35,35203010,54171,8731
020019,20211231,2021,FS,C,D,STD,CVBF,CVB FINANCIAL CORP,USD,468.0150,0000354647,A,4010,401010,40,40101015,522110,6020
020019,20211231,2021,INDL,C,D,STD,CVBF,CVB FINANCIAL CORP,USD,468.0150,0000354647,A,4010,401010,40,40101015,522110,6020
020089,20211231,2021,INDL,C,D,STD,TMX,TERMINIX GLOBAL HOLDINGS INC,USD,2045.0000,0001428875,A,2530,253020,25,25302020,561710,7340
020115,20210630,2021,INDL,C,D,STD,PAHC,PHIBRO ANIMAL HEALTH CORP,USD,833.3500,0001069899,A,3520,352020,35,35202010,325411,2833
020116,20211231,2021,INDL,C,D,STD,PAYC,PAYCOM SOFTWARE INC,USD,1055.5240,0001590955,A,4510,451030,45,45103010,518210,7370
020126,20210331,2020,INDL,C,D,STD,WMS,ADVANCED DRAINAGE SYSTEMS,USD,1982.7800,0001604028,A,2010,201020,20,20102010,326122,3080
020185,20210930,2021,INDL,C,D,STD,SMG,SCOTTS MIRACLE-GRO CO,USD,4925.0000,0000825542,A,1510,151010,15,15101030,3253,2870
020228,20210630,2021,INDL,C,D,STD,CTLT,CATALENT INC,USD,3998.0000,0001596783,A,3520,352020,35,35202010,325412,2834
020232,20211031,2021,INDL,C,D,STD,KEYS,KEYSIGHT TECHNOLOGIES INC,USD,4941.0000,0001601046,A,4520,452030,45,45203010,334515,3825
